,code,domain
3525084,https://www.googleapis.com/auth/youtube.force-ssl,[VIDEO][YOUTUBE]
3525322,https://www.youtube.com/watch?v=,[VIDEO][YOUTUBE]
3525471,https://www.youtube.com/watch?v=,[VIDEO][YOUTUBE]
3530592,https://api.instagram.com/v1/users/self/media/recent/?access_token=,[VIDEO][YOUTUBE]
3552180,https://graph.facebook.com/me?access_token=,[VIDEO][YOUTUBE]
3552566,https://www.facebook.com/dialog/oauth?client_id=<NUM_PARAM>&redirect_uri=https://videoquotes.herokuapp.com/OAuth/facebook/&scope=email&state=/index,[VIDEO][YOUTUBE]
3555196,https://www.googleapis.com/auth/youtube.force-ssl,[VIDEO][YOUTUBE]
3555639,https://www.googleapis.com/youtube/v3/search?,[VIDEO][YOUTUBE]
3558653,https://www.googleapis.com/youtube/v3/,[VIDEO][YOUTUBE]
3558654,https://www.googleapis.com/youtube/v3/,[VIDEO][YOUTUBE]
3562498,http://en.wikipedia.org/w/api.php,[VIDEO][YOUTUBE]
3585559,https://www.googleapis.com/youtube/v3/playlistItems?part=snippet%2CcontentDetails&maxResults=<NUM_PARAM>&playlistId=PLUsLbqK_M40yR_0pgN50r0ZhP-adYrreq&key=AIzaSyAgOh3CKuy8d7ntlq7Ga-NrrRzNrKWWYvA,[VIDEO][YOUTUBE]
3585989,https://www.googleapis.com/youtube/v3/playlistItems?part=snippet&playlistId=PLUsLbqK_M40yR_0pgN50r0ZhP-adYrreq&key=AIzaSyAgOh3CKuy8d7ntlq7Ga-NrrRzNrKWWYvA,[VIDEO][YOUTUBE]
3586151,http://gdata.youtube.com/feeds/api/videos/,[VIDEO][YOUTUBE]
3586499,https://www.googleapis.com/youtube/v3/playlistItems?part=snippet%2CcontentDetails&playlistId=PLUsLbqK_M40zeH9pVOHU_pflHRh2uwRfS&key=AIzaSyAgOh3CKuy8d7ntlq7Ga-NrrRzNrKWWYvA,[VIDEO][YOUTUBE]
3587053,https://www.googleapis.com/youtube/v3/playlistItems?part=snippet%2CcontentDetails&playlistId=PLUsLbqK_M40yR_0pgN50r0ZhP-adYrreq&key=AIzaSyAgOh3CKuy8d7ntlq7Ga-NrrRzNrKWWYvA,[VIDEO][YOUTUBE]
3587054,https://www.googleapis.com/youtube/v3/playlistItems?part=snippet%2CcontentDetails&playlistId=PLUsLbqK_M40yXsLU7--NB52V4Q-u9-0-a&key=AIzaSyAgOh3CKuy8d7ntlq7Ga-NrrRzNrKWWYvA,[VIDEO][YOUTUBE]
3587057,https://www.googleapis.com/youtube/v3/playlistItems?part=snippet%2CcontentDetails&maxResults=<NUM_PARAM>&playlistId=PLUsLbqK_M40yXsLU7--NB52V4Q-u9-0-a&key=AIzaSyAgOh3CKuy8d7ntlq7Ga-NrrRzNrKWWYvA,[VIDEO][YOUTUBE]
3587058,https://www.googleapis.com/youtube/v3/playlistItems?part=snippet%2CcontentDetails&maxResults=<NUM_PARAM>&playlistId=PLUsLbqK_M40yR_0pgN50r0ZhP-adYrreq&key=AIzaSyAgOh3CKuy8d7ntlq7Ga-NrrRzNrKWWYvA,[VIDEO][YOUTUBE]
3587059,https://www.googleapis.com/youtube/v3/playlistItems?part=snippet%2CcontentDetails&maxResults=<NUM_PARAM>&playlistId=PLUsLbqK_M40yR_0pgN50r0ZhP-adYrreq&key=AIzaSyAgOh3CKuy8d7ntlq7Ga-NrrRzNrKWWYvA,[VIDEO][YOUTUBE]
3587590,https://www.googleapis.com/youtube/v3/playlistItems?part=snippet%2CcontentDetails&maxResults=<NUM_PARAM>&playlistId=PLUsLbqK_M40yXsLU7--NB52V4Q-u9-0-a&key=AIzaSyAgOh3CKuy8d7ntlq7Ga-NrrRzNrKWWYvA,[VIDEO][YOUTUBE]
3588681,https://cdn1.iconfinder.com/data/icons/logotypes/<NUM_PARAM>/youtube-256.png,[VIDEO][YOUTUBE]
3589142,https://www.googleapis.com/youtube/v3/channels,[VIDEO][YOUTUBE]
3589150,https://www.googleapis.com/youtube/v3/search,[VIDEO][YOUTUBE]
3589161,https://www.googleapis.com/youtube/v3/videos,[VIDEO][YOUTUBE]
3590965,"https://www.googleapis.com/youtube/v3/videos?part=snippet,contentDetails,statistics&chart=mostPopular&maxResults=<NUM_PARAM>&regionCode=VN&key=",[VIDEO][YOUTUBE]
3592954,http://www.youtube.com/watch?v=,[VIDEO][YOUTUBE]
3595062,https://www.googleapis.com/youtube/v3/channels,[VIDEO][YOUTUBE]
3595063,https://www.googleapis.com/youtube/v3/playlistItems,[VIDEO][YOUTUBE]
3595064,https://www.googleapis.com/youtube/v3/videos,[VIDEO][YOUTUBE]
3597806,https://www.googleapis.com/youtube/v3/commentThreads?,[VIDEO][YOUTUBE]
3597809,https://www.googleapis.com/youtube/v3/comments?key=,[VIDEO][YOUTUBE]
3597820,https://www.googleapis.com/youtube/v3/videos?key=,[VIDEO][YOUTUBE]
3600801,https://www.googleapis.com/youtube/v3/videos?part=snippet&maxResults=<NUM_PARAM>&myRating=like&access_token=,[VIDEO][YOUTUBE]
3600809,https://www.googleapis.com/youtube/v3/videos?part=snippet&maxResults=<NUM_PARAM>&myRating=dislike&access_token=,[VIDEO][YOUTUBE]
3600817,https://www.googleapis.com/youtube/v3/search?part=snippet&forMine=true&type=video,[VIDEO][YOUTUBE]
3604815,https://www.googleapis.com/youtube/v3/videos?part=contentDetails&,[VIDEO][YOUTUBE]
3604835,https://www.youtube.com/watch?v=,[VIDEO][YOUTUBE]
3607192,http://youtube.com/watch?v=,[VIDEO][YOUTUBE]
3607238,http://suggestqueries.google.com/complete/search?client=youtube&ds=yt&q=,[VIDEO][YOUTUBE]
3607239,http://youtube.com/watch?v=,[VIDEO][YOUTUBE]
3607240,http://youtube.com/watch?v=,[VIDEO][YOUTUBE]
3607241,https://www.youtube.com/playlist?list=,[VIDEO][YOUTUBE]
3611563,https://www.googleapis.com/youtube/v3/videos?part=snippet%2CcontentDetails%2Cstatistics&chart=mostPopular&maxResults=<NUM_PARAM>&key=,[VIDEO][YOUTUBE]
3611564,https://www.googleapis.com/youtube/v3/search?part=snippet&maxResults=<NUM_PARAM>&key=,[VIDEO][YOUTUBE]
3611565,https://www.googleapis.com/youtube/v3/videos?part=snippet%2CcontentDetails%2Cstatistics&key=,[VIDEO][YOUTUBE]
3611566,http://www.youtube.com/watch?v=,[VIDEO][YOUTUBE]
3611567,http://www.youtube.com/watch?v=,[VIDEO][YOUTUBE]
3617825,https://maps.googleapis.com/maps/api/place/photo?maxwidth=<NUM_PARAM>&photoreference=,[VIDEO][YOUTUBE]
3618116,https://www.googleapis.com/plus/v1/people/,[VIDEO][YOUTUBE]
3634419,http://graph.facebook.com/(Id)/picture?type=large,[VIDEO][YOUTUBE]
3656581,https://api.linkedin.com/v1/people/~,[VIDEO][YOUTUBE]
3668184,https://maps.googleapis.com/maps/api/place/nearbysearch/json?,[VIDEO][YOUTUBE]
3668310,https://maps.googleapis.com/maps/api/place/nearbysearch/json?,[VIDEO][YOUTUBE]
3695721,https://www.googleapis.com/youtube/v3/,[VIDEO][YOUTUBE]
3696246,http://www.youtube.com/watch?v=,[VIDEO][YOUTUBE]
3698738,https://www.googleapis.com/auth/youtube,[VIDEO][YOUTUBE]
3698858,https://www.googleapis.com/auth/youtube.upload,[VIDEO][YOUTUBE]
3699027,https://www.googleapis.com/auth/youtube,[VIDEO][YOUTUBE]
3699119,https://www.googleapis.com/auth/youtube.readonly,[VIDEO][YOUTUBE]
3699200,https://www.googleapis.com/auth/youtube,[VIDEO][YOUTUBE]
3699293,https://www.googleapis.com/auth/youtube,[VIDEO][YOUTUBE]
3699578,https://www.googleapis.com/freebase/v1/search,[VIDEO][YOUTUBE]
3699703,https://www.googleapis.com/auth/youtube,[VIDEO][YOUTUBE]
3699811,https://www.googleapis.com/auth/youtube,[VIDEO][YOUTUBE]
3699912,https://www.googleapis.com/auth/youtube,[VIDEO][YOUTUBE]
3700176,https://www.googleapis.com/auth/youtube.readonly,[VIDEO][YOUTUBE]
3712858,https://www.youtube.com/watch?v=,[VIDEO][YOUTUBE]
3712860,https://www.youtube.com/watch?v=,[VIDEO][YOUTUBE]
3713072,http://www.youtube.com/watch?v=,[VIDEO][YOUTUBE]
3717348,http://www.youtube.com/watch?v=,[VIDEO][YOUTUBE]
3717514,https://www.googleapis.com/auth/youtube,[VIDEO][YOUTUBE]
3717554,https://twitter.com/youtubedev,[VIDEO][YOUTUBE]
3717608,https://www.googleapis.com/auth/youtube,[VIDEO][YOUTUBE]
3717782,https://www.googleapis.com/auth/youtube,[VIDEO][YOUTUBE]
3717989,https://www.googleapis.com/auth/youtube,[VIDEO][YOUTUBE]
3718063,https://www.googleapis.com/auth/youtube.force-ssl,[VIDEO][YOUTUBE]
3718356,https://www.googleapis.com/auth/youtube.force-ssl,[VIDEO][YOUTUBE]
3718481,https://www.googleapis.com/auth/youtube,[VIDEO][YOUTUBE]
3718655,https://www.googleapis.com/auth/youtube,[VIDEO][YOUTUBE]
3718747,https://www.googleapis.com/auth/youtube,[VIDEO][YOUTUBE]
3718916,https://www.googleapis.com/auth/youtube,[VIDEO][YOUTUBE]
3719082,https://www.googleapis.com/auth/youtube,[VIDEO][YOUTUBE]
3719161,https://www.googleapis.com/auth/youtube.upload,[VIDEO][YOUTUBE]
3719339,https://www.googleapis.com/auth/youtube,[VIDEO][YOUTUBE]
3719487,https://www.googleapis.com/auth/youtube.readonly,[VIDEO][YOUTUBE]
3719554,https://www.googleapis.com/auth/youtube.force-ssl,[VIDEO][YOUTUBE]
3719708,https://www.googleapis.com/auth/yt-analytics-monetary.readonly,[VIDEO][YOUTUBE]
3719802,https://www.googleapis.com/auth/yt-analytics-monetary.readonly,[VIDEO][YOUTUBE]
3720189,https://www.googleapis.com/auth/youtube,[VIDEO][YOUTUBE]
3720351,https://www.googleapis.com/auth/youtube.readonly,[VIDEO][YOUTUBE]
3720395,https://www.googleapis.com/auth/youtube.readonly,[VIDEO][YOUTUBE]
3723714,https://www.googleapis.com/auth/youtube.readonly,[VIDEO][YOUTUBE]
3723974,https://www.youtube.com/watch?v=,[VIDEO][YOUTUBE]
3724020,https://www.youtube.com/watch?v=,[VIDEO][YOUTUBE]
3724136,https://www.youtube.com/watch?v=,[VIDEO][YOUTUBE]
3724205,https://www.youtube.com/watch?v=,[VIDEO][YOUTUBE]
3724259,https://www.youtube.com/watch?v=,[VIDEO][YOUTUBE]
3724312,https://www.youtube.com/watch?v=,[VIDEO][YOUTUBE]
3725658,http://instagram.com/_u/syedkaramatalihussain/?hl=en,[VIDEO][YOUTUBE]
3725665,http://instagram.com/syedkaramatalihussain/?hl=en,[VIDEO][YOUTUBE]
3725695,https://www.youtube.com/channel/UCxLhnkoHfOuLy9v3JAMumRg,[VIDEO][YOUTUBE]
3725706,https://www.facebook.com/280827222639495,[VIDEO][YOUTUBE]
3725955,http://instagram.com/_u/syedkaramatalihussain/?hl=en,[VIDEO][YOUTUBE]
3725962,http://instagram.com/syedkaramatalihussain/?hl=en,[VIDEO][YOUTUBE]
3725992,https://www.youtube.com/channel/UCxLhnkoHfOuLy9v3JAMumRg,[VIDEO][YOUTUBE]
3726003,https://www.facebook.com/280827222639495,[VIDEO][YOUTUBE]
3727582,https://img.youtube.com/vi/%s/default.jpg,[VIDEO][YOUTUBE]
3733866,https://www.googleapis.com/auth/youtube,[VIDEO][YOUTUBE]
3734257,https://www.googleapis.com/youtube/v3/search?,[VIDEO][YOUTUBE]
3734807,http://www.youtube.com/watch?v=,[VIDEO][YOUTUBE]
3741116,https://graph.facebook.com/oauth/access_token,[SOCIAL][FACEBOOK]
3743899,https://graph.facebook.com/oauth/access_token?,[SOCIAL][FACEBOOK]
3743900,https://graph.facebook.com/v5.0/oauth/access_token?grant_type=fb_exchange_token&,[SOCIAL][FACEBOOK]
3743921,"https://graph.facebook.com/me?fields=id,name&access_token=",[SOCIAL][FACEBOOK]
3743928,https://graph.facebook.com/me/feed?access_token=,[SOCIAL][FACEBOOK]
3744731,http://localhost:8080/facebook,[SOCIAL][FACEBOOK]
3744737,http://localhost:8080/facebook,[SOCIAL][FACEBOOK]
3746672,http://localhost:3000/facebookApp,[SOCIAL][FACEBOOK]
3746678,http://localhost:3000/facebookApp,[SOCIAL][FACEBOOK]
3746974,http://localhost:8080/facebook,[SOCIAL][FACEBOOK]
3746980,http://localhost:8080/facebook,[SOCIAL][FACEBOOK]
3753290,https://www.facebook.com/v10.0/dialog/oauth,[SOCIAL][FACEBOOK]
3753291,https://graph.facebook.com/v10.0/oauth/access_token,[SOCIAL][FACEBOOK]
3753292,https://graph.facebook.com/me,[SOCIAL][FACEBOOK]
3753293,https://graph.facebook.com/debug_token,[SOCIAL][FACEBOOK]
3796675,https://graph.facebook.com/me?access_token=%s,[SOCIAL][FACEBOOK]
3801510,http://ajax.googleapis.com/ajax/services/search/web?v=<NUM_PARAM>&q=%s,[SOCIAL][FACEBOOK]
3807103,https://facebook.com/<pageID>,[SOCIAL][FACEBOOK]
3808804,https://facebook.com/<pageID>,[SOCIAL][FACEBOOK]
3809217,https://www.facebook.com/,[SOCIAL][FACEBOOK]
3809574,https://www.facebook.com/images/fb_icon_325x325.png,[SOCIAL][FACEBOOK]
3936446,https://graph.facebook.com,[SOCIAL][FACEBOOK]
3936447,https://graph-video.facebook.com,[SOCIAL][FACEBOOK]
4194172,https://graph.facebook.com/search?type=checkin,[SOCIAL][FACEBOOK]
4194179,https://graph.facebook.com/search,[SOCIAL][FACEBOOK]
4194185,https://graph.facebook.com/search,[SOCIAL][FACEBOOK]
4194186,https://graph.facebook.com/search?bearer_token=<NUM_PARAM>FqIxxx,[SOCIAL][FACEBOOK]
4194191,https://graph.facebook.com/fql?q={q},[SOCIAL][FACEBOOK]
4194199,https://graph.facebook.com/search#foo,[SOCIAL][FACEBOOK]
4194200,https://graph.facebook.com/search?bearer_token=<NUM_PARAM>foo,[SOCIAL][FACEBOOK]
4194205,https://graph.facebook.com/search,[SOCIAL][FACEBOOK]
4194206,https://graph.facebook.com/search?bearer_token=<NUM_PARAM>qI%2Bx%3Ay%3Dz,[SOCIAL][FACEBOOK]
4215408,https://graph.facebook.com/search?type=checkin,[SOCIAL][FACEBOOK]
4215415,https://graph.facebook.com/search,[SOCIAL][FACEBOOK]
4215421,https://graph.facebook.com/search,[SOCIAL][FACEBOOK]
4215422,https://graph.facebook.com/search?bearer_token=<NUM_PARAM>FqIxxx,[SOCIAL][FACEBOOK]
4215427,https://graph.facebook.com/fql?q={q},[SOCIAL][FACEBOOK]
4215435,https://graph.facebook.com/search#foo,[SOCIAL][FACEBOOK]
4215436,https://graph.facebook.com/search?bearer_token=<NUM_PARAM>foo,[SOCIAL][FACEBOOK]
4215441,https://graph.facebook.com/search,[SOCIAL][FACEBOOK]
4215442,https://graph.facebook.com/search?bearer_token=<NUM_PARAM>qI%2Bx%3Ay%3Dz,[SOCIAL][FACEBOOK]
4239753,https://graph.facebook.com/oauth/access_token,[SOCIAL][FACEBOOK]
4239754,https://www.facebook.com/dialog/oauth,[SOCIAL][FACEBOOK]
4239946,https://graph.facebook.com/me/friends,[SOCIAL][FACEBOOK]
4262458,https://m.facebook.com,[SOCIAL][FACEBOOK]
4262571,https://www.facebook.com/,[SOCIAL][FACEBOOK]
4262610,https://mbasic.facebook.com,[SOCIAL][FACEBOOK]
4262616,https://mbasic.facebook.com/PetsAreAwesome,[SOCIAL][FACEBOOK]
4262697,http://www.facebook.com,[SOCIAL][FACEBOOK]
4262785,https://mbasic.facebook.com,[SOCIAL][FACEBOOK]
4262793,https://mbasic.facebook.com,[SOCIAL][FACEBOOK]
4263016,https://www.facebook.com/,[SOCIAL][FACEBOOK]
4263261,http://www.facebook.com,[SOCIAL][FACEBOOK]
4270221,https://mbasic.facebook.com,[SOCIAL][FACEBOOK]
4270227,https://mbasic.facebook.com/profile.php?ref_component=mbasic_home_header&ref_page=%2Fwap%2Fhome.php&refid=<NUM_PARAM>&ref=wizard,[SOCIAL][FACEBOOK]
4275542,https://www.youtube.com,[SOCIAL][FACEBOOK]
4275552,https://youtube.com,[SOCIAL][FACEBOOK]
4275570,http://youtube.com,[SOCIAL][FACEBOOK]
4292846,https://graph.facebook.com/v2.11/act_974963309352161/adsets,[SOCIAL][FACEBOOK]
4301126,https://facebook.com/<pageID>,[SOCIAL][FACEBOOK]
4301522,https://facebook.com/<pageID>,[SOCIAL][FACEBOOK]
4301681,https://www.facebook.com/,[SOCIAL][FACEBOOK]
4301956,https://www.facebook.com/images/fb_icon_325x325.png,[SOCIAL][FACEBOOK]
4451811,https://graph.facebook.com,[SOCIAL][FACEBOOK]
4451812,https://graph-video.facebook.com,[SOCIAL][FACEBOOK]
4848300,https://graph.facebook.com/search?type=checkin,[SOCIAL][FACEBOOK]
4848307,https://graph.facebook.com/search,[SOCIAL][FACEBOOK]
4848313,https://graph.facebook.com/search,[SOCIAL][FACEBOOK]
4848314,https://graph.facebook.com/search?bearer_token=<NUM_PARAM>FqIxxx,[SOCIAL][FACEBOOK]
4848319,https://graph.facebook.com/fql?q={q},[SOCIAL][FACEBOOK]
4848327,https://graph.facebook.com/search#foo,[SOCIAL][FACEBOOK]
4848328,https://graph.facebook.com/search?bearer_token=<NUM_PARAM>foo,[SOCIAL][FACEBOOK]
4848333,https://graph.facebook.com/search,[SOCIAL][FACEBOOK]
4848334,https://graph.facebook.com/search?bearer_token=<NUM_PARAM>qI%2Bx%3Ay%3Dz,[SOCIAL][FACEBOOK]
4871606,https://graph.facebook.com/oauth/access_token,[SOCIAL][FACEBOOK]
4871607,https://www.facebook.com/dialog/oauth,[SOCIAL][FACEBOOK]
4871799,https://graph.facebook.com/me/friends,[SOCIAL][FACEBOOK]
4888347,https://www.facebook.com/roundrop,[SOCIAL][FACEBOOK]
4888429,http://developers.facebook.com/,[SOCIAL][FACEBOOK]
4889847,https://graph.facebook.com/,[SOCIAL][FACEBOOK]
4889882,https://developers.facebook.com/checkpoint/test-user-login/<NUM_PARAM>/,[SOCIAL][FACEBOOK]
4889898,https://developers.facebook.com/checkpoint/test-user-login/<NUM_PARAM>/,[SOCIAL][FACEBOOK]
4889914,https://developers.facebook.com/checkpoint/test-user-login/<NUM_PARAM>/,[SOCIAL][FACEBOOK]
4889927,https://developers.facebook.com/checkpoint/test-user-login/<NUM_PARAM>/,[SOCIAL][FACEBOOK]
4889940,https://developers.facebook.com/checkpoint/test-user-login/<NUM_PARAM>/,[SOCIAL][FACEBOOK]
4889943,https://developers.facebook.com/checkpoint/test-user-login/<NUM_PARAM>/,[SOCIAL][FACEBOOK]
4890675,https://graph.facebook.com/<NUM_PARAM>/likes?access_token=access_token&limit=<NUM_PARAM>&after=MTAwMDAzOTYzMjMxNTQ4,[SOCIAL][FACEBOOK]
4890696,https://www.facebook.com/www.beaport.net?fref=ts,[SOCIAL][FACEBOOK]
4890703,https://graph.facebook.com/<NUM_PARAM>/comments?access_token=access_token&limit=<NUM_PARAM>&after=MzE%3D,[SOCIAL][FACEBOOK]
4890738,https://www.facebook.com/www.beaport.net?fref=ts,[SOCIAL][FACEBOOK]
4890745,https://graph.facebook.com/<NUM_PARAM>/comments?access_token=access_token&limit=<NUM_PARAM>&after=MzE%3D,[SOCIAL][FACEBOOK]
4890855,https://graph.facebook.com/<NUM_PARAM>/likes?access_token=access_token&limit=<NUM_PARAM>&after=MTAwMDAzOTYzMjMxNTQ4,[SOCIAL][FACEBOOK]
4890873,https://graph.facebook.com/<NUM_PARAM>/likes?limit=<NUM_PARAM>&access_token=access_token&after=MTAwMDA2NTE0MDYwODIz,[SOCIAL][FACEBOOK]
4891738,http://www.facebook.com/roundrop,[SOCIAL][FACEBOOK]
4891784,http://www.facebook.com/roundrop,[SOCIAL][FACEBOOK]
4891852,http://www.facebook.com/roundrop,[SOCIAL][FACEBOOK]
4892048,http://www.facebook.com/roundrop,[SOCIAL][FACEBOOK]
4892218,https://graph.facebook.com,[SOCIAL][FACEBOOK]
4892276,https://graph.facebook.com/216311481960_10201168076257947/likes?limit=<NUM_PARAM>&access_token=access_token&after=MTcxMTAxNDE1MA%3D%3D,[SOCIAL][FACEBOOK]
4892279,https://graph.facebook.com/216311481960_10201168076257947/likes?limit=<NUM_PARAM>&access_token=access_token&before=MTAwMDAyMjE5OTkzNzAx,[SOCIAL][FACEBOOK]
4892418,http://www.example.com/using-a-library-called-facebook4j.html,[SOCIAL][FACEBOOK]
4892556,http://www.example.com/using-a-library-called-facebook4j.html,[SOCIAL][FACEBOOK]
4892941,https://graph.facebook.com/<NUM_PARAM>/comments?access_token=access_token&limit=<NUM_PARAM>&until=<NUM_PARAM>&__paging_token=<NUM_PARAM>,[SOCIAL][FACEBOOK]
4892964,https://graph.facebook.com/<NUM_PARAM>/comments?access_token=access_token&limit=<NUM_PARAM>&until=<NUM_PARAM>&__paging_token=<NUM_PARAM>,[SOCIAL][FACEBOOK]
4892988,https://graph.facebook.com/<NUM_PARAM>/comments?access_token=access_token&limit=<NUM_PARAM>&until=<NUM_PARAM>&__paging_token=<NUM_PARAM>,[SOCIAL][FACEBOOK]
4893036,https://graph.facebook.com/<NUM_PARAM>/comments?access_token=access_token&limit=<NUM_PARAM>&until=<NUM_PARAM>&__paging_token=<NUM_PARAM>,[SOCIAL][FACEBOOK]
4893059,https://graph.facebook.com/<NUM_PARAM>/comments?access_token=access_token&limit=<NUM_PARAM>&until=<NUM_PARAM>&__paging_token=<NUM_PARAM>,[SOCIAL][FACEBOOK]
4893083,https://graph.facebook.com/<NUM_PARAM>/comments?access_token=access_token&limit=<NUM_PARAM>&until=<NUM_PARAM>&__paging_token=<NUM_PARAM>,[SOCIAL][FACEBOOK]
4893134,https://graph.facebook.com/<NUM_PARAM>/comments?access_token=access_token&limit=<NUM_PARAM>&until=<NUM_PARAM>&__paging_token=<NUM_PARAM>,[SOCIAL][FACEBOOK]
4893158,https://graph.facebook.com/<NUM_PARAM>/comments?access_token=access_token&limit=<NUM_PARAM>&until=<NUM_PARAM>&__paging_token=<NUM_PARAM>,[SOCIAL][FACEBOOK]
4893183,https://graph.facebook.com/<NUM_PARAM>/comments?access_token=access_token&limit=<NUM_PARAM>&until=<NUM_PARAM>&__paging_token=<NUM_PARAM>,[SOCIAL][FACEBOOK]
4893232,https://graph.facebook.com/<NUM_PARAM>/comments?access_token=access_token&limit=<NUM_PARAM>&until=<NUM_PARAM>&__paging_token=<NUM_PARAM>,[SOCIAL][FACEBOOK]
4893256,https://graph.facebook.com/<NUM_PARAM>/comments?access_token=access_token&limit=<NUM_PARAM>&until=<NUM_PARAM>&__paging_token=<NUM_PARAM>,[SOCIAL][FACEBOOK]
4893281,https://graph.facebook.com/<NUM_PARAM>/comments?access_token=access_token&limit=<NUM_PARAM>&until=<NUM_PARAM>&__paging_token=<NUM_PARAM>,[SOCIAL][FACEBOOK]
4893331,https://graph.facebook.com/<NUM_PARAM>/comments?access_token=access_token&limit=<NUM_PARAM>&until=<NUM_PARAM>&__paging_token=<NUM_PARAM>,[SOCIAL][FACEBOOK]
4893547,https://www.facebook.com/<NUM_PARAM>/posts/400000000000001,[SOCIAL][FACEBOOK]
4893549,https://www.facebook.com/<NUM_PARAM>/posts/400000000000001,[SOCIAL][FACEBOOK]
4893587,https://www.facebook.com/<NUM_PARAM>/posts/400000000000002,[SOCIAL][FACEBOOK]
4893589,https://www.facebook.com/<NUM_PARAM>/posts/400000000000002,[SOCIAL][FACEBOOK]
4893623,https://facebook4j.github.io,[SOCIAL][FACEBOOK]
4893627,https://facebook4j.github.io,[SOCIAL][FACEBOOK]
4893633,https://facebook4j.github.io,[SOCIAL][FACEBOOK]
4893634,https://facebook4j.github.io/images/hero.png,[SOCIAL][FACEBOOK]
4893641,https://facebook4j.github.io,[SOCIAL][FACEBOOK]
4893642,https://facebook4j.github.io/images/hero.png,[SOCIAL][FACEBOOK]
4893653,https://facebook4j.github.io,[SOCIAL][FACEBOOK]
4893656,https://facebook4j.github.io,[SOCIAL][FACEBOOK]
4893665,https://facebook4j.github.io,[SOCIAL][FACEBOOK]
4894158,https://graph.facebook.com/<NUM_PARAM>/likes?limit=<NUM_PARAM>&access_token=access_token&after=MTAwMDAzNjQ0NTM4NDk2,[SOCIAL][FACEBOOK]
4894182,http://www.facebook.com/,[SOCIAL][FACEBOOK]
4894191,http://www.facebook.com/,[SOCIAL][FACEBOOK]
4894477,https://graph.facebook.com/<NUM_PARAM>/notes?access_token=access_token&limit=<NUM_PARAM>&after=NzU0NDY1MjcyMTY%3D,[SOCIAL][FACEBOOK]
4894818,https://graph.facebook.com/<NUM_PARAM>/likes?access_token=access_token&limit=<NUM_PARAM>&after=MTAwMDAzNDA1NDA0OTYz,[SOCIAL][FACEBOOK]
4894939,https://graph.facebook.com/<NUM_PARAM>/likes?access_token=access_token&limit=<NUM_PARAM>&after=MTM5NTU3OTg0Nw%3D%3D,[SOCIAL][FACEBOOK]
4894963,https://graph.facebook.com/<NUM_PARAM>/comments?access_token=access_token&limit=<NUM_PARAM>&after=Mjg%3D,[SOCIAL][FACEBOOK]
4894986,https://graph.facebook.com/<NUM_PARAM>/likes?access_token=access_token&limit=<NUM_PARAM>&after=MTAwMDA0MjU3Mzk1Njc0,[SOCIAL][FACEBOOK]
4895009,https://graph.facebook.com/<NUM_PARAM>/comments?access_token=access_token&limit=<NUM_PARAM>&after=MzM%3D,[SOCIAL][FACEBOOK]
4895436,https://facebook4j.github.io/,[SOCIAL][FACEBOOK]
4895452,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBcXOUoJ_WBlQ2G&w=<NUM_PARAM>&h=<NUM_PARAM>&url=http%3A%2F%2Ffacebook4j.org%2Fimages%2Fhero.png,[SOCIAL][FACEBOOK]
4895544,https://facebook4j.github.io/,[SOCIAL][FACEBOOK]
4895560,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBcXOUoJ_WBlQ2G&w=<NUM_PARAM>&h=<NUM_PARAM>&url=http%3A%2F%2Ffacebook4j.org%2Fimages%2Fhero.png,[SOCIAL][FACEBOOK]
4895605,https://facebook4j.github.io,[SOCIAL][FACEBOOK]
4895615,https://facebook4j.github.io,[SOCIAL][FACEBOOK]
4895628,https://facebook4j.github.io,[SOCIAL][FACEBOOK]
4895638,https://facebook4j.github.io,[SOCIAL][FACEBOOK]
4895652,https://facebook4j.github.io,[SOCIAL][FACEBOOK]
4895662,https://facebook4j.github.io,[SOCIAL][FACEBOOK]
4895671,https://facebook4j.github.io/images/ogp.png,[SOCIAL][FACEBOOK]
4895679,https://facebook4j.github.io/images/ogp.png,[SOCIAL][FACEBOOK]
4895816,http://www.facebook.com/advertising http://www.facebook.com/ads/manage http://www.facebook.com/adsmarketing http://www.facebook.com/adshelp,[SOCIAL][FACEBOOK]
4895973,https://www.youtube.com/watch?v=<NUM_PARAM>-VE8K1O6U,[SOCIAL][FACEBOOK]
4895998,https://github.com/roundrop/facebook4j,[SOCIAL][FACEBOOK]
4896009,https://github.com/roundrop/facebook4j,[SOCIAL][FACEBOOK]
4896030,https://github.com/roundrop/facebook4j,[SOCIAL][FACEBOOK]
4896050,https://github.com/roundrop/facebook4j,[SOCIAL][FACEBOOK]
4896061,https://github.com/roundrop/facebook4j,[SOCIAL][FACEBOOK]
4896082,https://github.com/roundrop/facebook4j,[SOCIAL][FACEBOOK]
4896181,http://www.facebook.com/pages/F4J/137246726435626?sk=photos,[SOCIAL][FACEBOOK]
4896193,http://www.facebook.com/pages/F4J/137246726435626?sk=likes,[SOCIAL][FACEBOOK]
4896204,http://www.facebook.com/pages/F4J/137246726435626?sk=events,[SOCIAL][FACEBOOK]
4896256,http://www.facebook.com/pages/F4J/137246726435626?sk=photos,[SOCIAL][FACEBOOK]
